Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741134443,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134443,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,0.08%,"264.3MiB / 15.48GiB",1.67%,"10.7MB / 15MB","0B / 0B",46
1741134443,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.10%,"114.6MiB / 15.48GiB",0.72%,"21.2MB / 24.1MB","0B / 0B",38
1741134443,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.09%,"78.98MiB / 1GiB",7.71%,"13.1MB / 9.3MB","0B / 0B",27
1741134443,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.59%,"889.4MiB / 15.48GiB",5.61%,"6.06MB / 1.26MB","0B / 0B",235
1741134455,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134455,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,0.14%,"264.3MiB / 15.48GiB",1.67%,"10.7MB / 15MB","0B / 0B",46
1741134455,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.08%,"114.6MiB / 15.48GiB",0.72%,"21.2MB / 24.1MB","0B / 0B",38
1741134455,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.09%,"78.98MiB / 1GiB",7.71%,"13.1MB / 9.3MB","0B / 0B",27
1741134455,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.59%,"890MiB / 15.48GiB",5.62%,"6.07MB / 1.26MB","0B / 0B",235
1741134465,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134465,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,0.04%,"264.3MiB / 15.48GiB",1.67%,"10.7MB / 15MB","0B / 0B",46
1741134465,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,0.08%,"114.3MiB / 15.48GiB",0.72%,"21.2MB / 24.1MB","0B / 0B",38
1741134465,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,0.09%,"78.98MiB / 1GiB",7.71%,"13.1MB / 9.3MB","0B / 0B",27
1741134465,469747e068cc,reverse-proxy-controller-1,469747e068cc,229.74%,"899.1MiB / 15.48GiB",5.67%,"6.08MB / 1.27MB","0B / 0B",236
